algorithm,training_seed,disturbance_type,disturbance_level,num_episodes,success_rate,mean_episode_return,std_episode_return,mean_final_goal_distance,std_final_goal_distance,mean_episode_length,std_episode_length,mean_payload_stability,std_payload_stability,mean_control_effort,std_control_effort,mean_force_imbalance,std_force_imbalance
independent_ddpg,31,action_deadzone,0.2,20,1.0,11.163406430072882,0.031974892726594206,0.18561346469521064,0.008048633079039974,59.5,1.7917941611104418,0.8171866731014499,0.0522862982062188,151.61654115209723,11.79752745920682,0.274789609643184,0.01791101331381221
independent_ddpg,31,action_deadzone,0.3,20,1.0,11.162885210806508,0.03206685357836986,0.18551439378510648,0.008079749228603439,59.6,1.6982963599783725,0.812648508382796,0.055282737403391666,152.23697585675706,11.46351670717153,0.275626354748262,0.017036308106224227
independent_ddpg,31,observation_noise,0.0,20,1.0,11.162989617059884,0.03162060663387828,0.1861804898641377,0.008695747506420283,59.5,1.7917941611104418,0.8176561480672417,0.051187320743641344,151.46635028593474,11.6836124969779,0.27566163574777297,0.019920738456662396
independent_ddpg,31,observation_noise,0.02,20,1.0,11.141528468616844,0.029992009936476327,0.18682715225015248,0.008056312101077972,60.15,1.5312533566021211,0.7980147490341485,0.08638071695222212,172.2809285974105,11.865702406009978,0.2751740671966818,0.022418521739159026
independent_ddpg,31,observation_noise,0.05,20,1.0,11.121325860331307,0.02871912594013742,0.18481161334214408,0.009712472015103809,60.85,2.4978938496682606,0.7893538386529582,0.0705303531514041,194.4990671835678,12.213873125283623,0.28175149103807046,0.02674307705180425
independent_ddpg,31,observation_noise,0.1,20,1.0,11.094866820038442,0.026098995323553267,0.18775698780141054,0.006473330301185821,63.9,2.4473401243412254,0.772170249648029,0.11915412141319479,218.01255319551584,10.634287657216305,0.29403111696641604,0.04627753158327583
independent_ddpg,31,observation_noise,0.2,20,1.0,11.0639417628719,0.03775161877007666,0.18661185759343063,0.009415223224530886,70.55,5.355518550744494,0.6344718994248612,0.17409239764900708,250.08276512615853,21.01917677531806,0.262712760867019,0.06210771065908729
independent_ddpg,37,action_deadzone,0.0,20,0.9,10.047247345497908,3.328326527789457,0.19808607180133883,0.03009787827656757,96.35,75.09171585117551,0.659055352417089,0.22935433394223875,255.30309454047756,243.33735855187004,0.35962207708765304,0.09183859035261595
independent_ddpg,37,action_deadzone,0.05,20,0.95,10.55398151839754,2.42489781143612,0.19137037647354782,0.022241540178895243,96.2,74.73151945464511,0.6557295622092364,0.22234181063863914,255.2846279638332,243.86614685389782,0.3583627304676932,0.08960419867526981
independent_ddpg,37,action_deadzone,0.1,20,0.9,10.026573697412005,3.3549035111281222,0.2071199156165433,0.06825919744249229,100.05,81.5949398585863,0.6654820273803631,0.24947020393418745,266.94285046201276,265.1552638276561,0.3642070325421013,0.09086835400703323
